system,layout,gran,query,selectivity,span,files_total,files_read,files_pct,n_iters,runtime_trimmed_s,runtime_median_s,runtime_min_s,answer
duckdb_parquet,L4s,compact,q511,week,1 week,24,24,100.0,3,3.570090124994749,3.570090124994749,3.2040247500117403,264
duckdb_parquet,LHs,compact,q57,hour,1 hour,64,128,200.0,3,0.7619815419893712,0.7619815419893712,0.6534333750023507,4
duckdb_parquet,LHs,compact,q58,hour,1 hour,64,64,100.0,3,1.9288691249967087,1.9288691249967087,0.9714759589987807,56
duckdb_parquet,LHs,compact,q59,hour,1 hour,64,64,100.0,3,0.3970441250130534,0.3970441250130534,0.3744668750150595,28
duckdb_parquet,LHs,compact,q510,hour,1 hour,64,64,100.0,3,0.5684930830029771,0.5684930830029771,0.4319078749977052,88
duckdb_parquet,LHs,compact,q511,hour,1 hour,64,64,100.0,3,0.38245362500310875,0.38245362500310875,0.3777929589850828,69
duckdb_parquet,LHs,compact,q57,day,1 day,64,128,200.0,3,1.1946696669911034,1.1946696669911034,1.1783009159844369,4
duckdb_parquet,LHs,compact,q58,day,1 day,64,64,100.0,3,1.6635624170012306,1.6635624170012306,1.3247267919941805,99
duckdb_parquet,LHs,compact,q59,day,1 day,64,64,100.0,3,1.3891440829902422,1.3891440829902422,1.3552472500014119,115
duckdb_parquet,LHs,compact,q510,day,1 day,64,64,100.0,3,1.0032549170136917,1.0032549170136917,0.9828131659887731,194
duckdb_parquet,LHs,compact,q511,day,1 day,64,64,100.0,3,1.0045022499980405,1.0045022499980405,0.9983963329868857,163
duckdb_parquet,LHs,compact,q57,week,1 week,64,128,200.0,3,3.9412083749775775,3.9412083749775775,3.9349433750030585,4
duckdb_parquet,LHs,compact,q58,week,1 week,64,64,100.0,3,4.829958791990066,4.829958791990066,4.366282500006491,165
duckdb_parquet,LHs,compact,q59,week,1 week,64,64,100.0,3,5.5355497089913115,5.5355497089913115,5.359566791012185,622
duckdb_parquet,LHs,compact,q510,week,1 week,64,64,100.0,3,4.904996999975992,4.904996999975992,4.619512249977561,343
duckdb_parquet,LHs,compact,q511,week,1 week,64,64,100.0,3,5.194879708025837,5.194879708025837,4.663549000018975,264
